"League","Year","Season","Type","blueTeamTag","bResult","rResult","redTeamTag","gamelength","bInhibs","bDragons","bBarons","bHeralds","rInhibs","rDragons","rBarons","rHeralds","blueTop","blueTopChamp","blueJungle","blueJungleChamp","blueMiddle","blueMiddleChamp","blueADC","blueADCChamp","blueSupport","blueSupportChamp","redTop","redTopChamp","redJungle","redJungleChamp","redMiddle","redMiddleChamp","redADC","redADCChamp","redSupport","redSupportChamp","Address"
"CBLoL","2016","Summer","Playoffs","CNB","1","0","VFK","35","[[34.023, 'MID_LANE']]","[[17.269, 'AIR_DRAGON'], [23.64, 'WATER_DRAGON'], [10.444, 'FIRE_DRAGON'], [31.234, 'FIRE_DRAGON']]","[[30.603]]","[]","[]","[]","[]","[[17.777]]","LEP","Irelia","Minerva","RekSai","tinowns","Swain","pbO","Jhin","Wos","Zyra","Robo","Malphite","Nappon","Gragas","takeshi","Vladimir","esA","Ezreal","Baiano","Alistar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1440063?gameHash=257e4788e283d842"
"CBLoL","2016","Summer","Playoffs","ITZ","1","0","PNG","39","[[38.136, 'MID_LANE'], [37.831, 'BOT_LANE'], [38.562, 'TOP_LANE']]","[[22.265, 'WATER_DRAGON'], [34.713, 'FIRE_DRAGON'], [28.458, 'FIRE_DRAGON'], [7.904, 'EARTH_DRAGON']]","[[35.317]]","[]","[]","[[15.186, 'WATER_DRAGON']]","[]","[]","Yang","Irelia","Revolta","Nidalee","tockers","Swain","micaO","Ashe","Jockster","Braum","Mylon","Shen","SirT","RekSai","Kami","Anivia","TaeYeon","Jhin","Ziriguidun","Alistar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1440081?gameHash=8c66487afc8d6a10"
"CBLoL","2016","Summer","Playoffs","ITZ","1","0","PNG","33","[[30.065, 'BOT_LANE'], [30.155, 'MID_LANE']]","[[21.898, 'WATER_DRAGON'], [15.261, 'FIRE_DRAGON'], [30.557, 'FIRE_DRAGON']]","[[25.866]]","[[18.909]]","[]","[[8.734, 'EARTH_DRAGON']]","[]","[]","Yang","Irelia","Revolta","Gragas","tockers","Vladimir","micaO","Jhin","Jockster","Thresh","Mylon","Rumble","SirT","RekSai","Kami","Swain","TaeYeon","Lucian","Ziriguidun","Nami","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1440083?gameHash=42b317032824a74c"
"CBLoL","2016","Summer","Playoffs","PNG","1","0","ITZ","52","[[45.659, 'MID_LANE'], [51.067, 'MID_LANE']]","[[49.617, 'ELDER_DRAGON'], [32.642, 'FIRE_DRAGON'], [20.104, 'WATER_DRAGON'], [26.493, 'AIR_DRAGON']]","[]","[]","[[40.652, 'MID_LANE']]","[[12.978, 'AIR_DRAGON'], [6.17, 'WATER_DRAGON']]","[[38.058]]","[[16.583]]","Mylon","Shen","SirT","Hecarim","Kami","Viktor","TaeYeon","Jhin","Ziriguidun","Karma","Yang","Gnar","Revolta","RekSai","tockers","AurelionSol","micaO","Ezreal","Jockster","Braum","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1440085?gameHash=24fe55f8c02cb3ac"
"CBLoL","2016","Summer","Playoffs","PNG","1","0","ITZ","50","[[39.191, 'TOP_LANE'], [47.338, 'TOP_LANE'], [47.643, 'MID_LANE']]","[[32.09, 'AIR_DRAGON']]","[[36.66]]","[[19.706]]","[]","[[11.04, 'EARTH_DRAGON'], [18.276, 'EARTH_DRAGON'], [25.497, 'AIR_DRAGON'], [39.137, 'ELDER_DRAGON']]","[]","[]","Mylon","Gnar","SirT","Olaf","Kami","Viktor","TaeYeon","Jhin","Ziriguidun","Karma","Yang","Shen","Revolta","RekSai","tockers","Azir","micaO","Ashe","Jockster","Nami","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1440086?gameHash=e3106f9f2eb958a7"
"CBLoL","2016","Summer","Playoffs","ITZ","1","0","PNG","31","[[23.987, 'TOP_LANE'], [27.697, 'BOT_LANE'], [30.085, 'TOP_LANE'], [28.014, 'MID_LANE']]","[[14.915, 'AIR_DRAGON'], [28.458, 'EARTH_DRAGON'], [21.76, 'FIRE_DRAGON']]","[[20.893], [29.313]]","[[18.893]]","[]","[]","[]","[]","Yang","Trundle","Revolta","Gragas","tockers","Viktor","micaO","Lucian","Jockster","Bard","Mylon","Shen","SirT","Hecarim","Kami","Lulu","TaeYeon","Twitch","Ziriguidun","Braum","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1440087?gameHash=cfd1259a1e309604"
"CBLoL","2016","Summer","Playoffs","ITZ","1","0","CNB","38","[[36.807, 'BOT_LANE'], [36.898, 'TOP_LANE']]","[[24.733, 'WATER_DRAGON'], [31.74, 'WATER_DRAGON']]","[[31.118]]","[[13.05]]","[]","[[18.207, 'AIR_DRAGON']]","[]","[]","Yang","Trundle","Revolta","Nidalee","tockers","Vladimir","micaO","Lucian","Jockster","Bard","LEP","Shen","Minerva","Gragas","tinowns","Anivia","pbO","Ashe","Wos","Braum","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRLT1/390061?gameHash=7b052be642a25928"
"CBLoL","2016","Summer","Playoffs","ITZ","0","1","CNB","32","[]","[]","[]","[]","[[27.9, 'MID_LANE'], [30.205, 'BOT_LANE'], [28.228, 'TOP_LANE']]","[[16.926, 'AIR_DRAGON'], [10.646, 'AIR_DRAGON'], [23.131, 'WATER_DRAGON'], [29.311, 'AIR_DRAGON']]","[[25.181]]","[[12.075]]","Yang","Irelia","Revolta","Graves","tockers","Swain","micaO","Lucian","Jockster","Braum","LEP","Trundle","Minerva","Gragas","tinowns","Taliyah","pbO","Sivir","Wos","Zyra","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRLT1/390068?gameHash=951b6a1c93469788"
"CBLoL","2016","Summer","Playoffs","CNB","0","1","ITZ","46","[]","[[12.852, 'WATER_DRAGON']]","[[34.794]]","[[11.576]]","[[33.056, 'MID_LANE'], [43.033, 'MID_LANE'], [42.956, 'TOP_LANE'], [43.69, 'BOT_LANE']]","[[41.847, 'ELDER_DRAGON'], [6.465, 'FIRE_DRAGON'], [19.061, 'AIR_DRAGON'], [26.811, 'AIR_DRAGON'], [33.944, 'FIRE_DRAGON']]","[[42.237], [26.106]]","[]","LEP","Jax","Minerva","RekSai","tinowns","Viktor","pbO","Sivir","Wos","Braum","Yang","Trundle","Revolta","Gragas","tockers","Azir","micaO","Ashe","Jockster","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRLT1/390072?gameHash=3bd4d1e1f8fbdccf"
"CBLoL","2016","Summer","Playoffs","ITZ","1","0","CNB","43","[[42.258, 'MID_LANE'], [36.056, 'BOT_LANE']]","[[21.183, 'EARTH_DRAGON'], [34.744, 'WATER_DRAGON'], [14.928, 'AIR_DRAGON'], [27.931, 'WATER_DRAGON']]","[[34.187]]","[[13.786]]","[]","[]","[]","[]","Yang","Gnar","Revolta","RekSai","tockers","Azir","micaO","Ashe","Jockster","Karma","LEP","Trundle","Minerva","Gragas","tinowns","Zilean","pbO","Jinx","Wos","Morgana","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRLT1/390076?gameHash=0e0df6658e6017ca"
"CBLoL","2017","Spring","Season","KST","0","1","PNG","40","[]","[[17.813, 'EARTH_DRAGON'], [24.31, 'EARTH_DRAGON'], [10.773, 'EARTH_DRAGON']]","[]","[]","[[38.811, 'TOP_LANE']]","[[32.416, 'WATER_DRAGON']]","[]","[]","Yang","Sion","Revolta","LeeSin","takeshi","Syndra","esA","Ashe","Ziriguidun","Zyra","Mylon","Poppy","SirT","RekSai","Kami","Ekko","Matsukaze","Ezreal","Loop","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/30648?gameHash=912cf1dff32dbc5e"
"CBLoL","2017","Spring","Season","PNG","1","0","KST","49","[[43.307, 'BOT_LANE'], [35.545, 'MID_LANE'], [45.697, 'TOP_LANE'], [48.118, 'MID_LANE'], [42.182, 'MID_LANE']]","[[38.449, 'AIR_DRAGON'], [47.267, 'ELDER_DRAGON'], [22.515, 'FIRE_DRAGON'], [16.256, 'FIRE_DRAGON']]","[]","[]","[]","[[9.901, 'AIR_DRAGON'], [28.605, 'AIR_DRAGON']]","[[27.196]]","[]","Mylon","Maokai","SirT","LeeSin","Kami","Xerath","Matsukaze","Jhin","Loop","MissFortune","Yang","Rumble","Revolta","Khazix","takeshi","Cassiopeia","esA","Varus","Ziriguidun","Zyra","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/30655?gameHash=852b295ad8383dc6"
"CBLoL","2017","Spring","Season","ITZ","1","0","CNB","32","[[26.898, 'BOT_LANE'], [27.192, 'MID_LANE'], [31.005, 'TOP_LANE']]","[[20.918, 'AIR_DRAGON'], [11.606, 'EARTH_DRAGON'], [27.647, 'AIR_DRAGON']]","[[29.467], [21.512]]","[[16.96]]","[]","[]","[]","[]","ayel","Illaoi","Turtle","LeeSin","Envy","Cassiopeia","micaO","Ashe","Jockster","Zyra","Lep","Maokai","Minerva","Elise","Tinowns","Jayce","pbO","Ziggs","Woswos","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/30663?gameHash=02bb50cd9654cf5d"
"CBLoL","2017","Spring","Season","CNB","1","0","ITZ","32","[[27.222, 'BOT_LANE']]","[[21.294, 'EARTH_DRAGON']]","[[24.62]]","[[16.369]]","[]","[[14.719, 'EARTH_DRAGON'], [28.328, 'FIRE_DRAGON']]","[]","[]","Lep","Camille","Minerva","Elise","Tinowns","Syndra","pbO","Ezreal","Woswos","Karma","ayel","Akali","Turtle","RekSai","Envy","Ekko","micaO","Ashe","Jockster","Malzahar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/30669?gameHash=c24009f55e311630"
"CBLoL","2017","Spring","Season","OPK","0","1","KBM","54","[[43.474, 'MID_LANE'], [28.594, 'MID_LANE'], [52.131, 'MID_LANE'], [37.595, 'MID_LANE'], [52.381, 'TOP_LANE'], [43.607, 'TOP_LANE']]","[[16.66, 'WATER_DRAGON']]","[[32.548], [41.815], [50.723]]","[]","[[53.212, 'MID_LANE']]","[[29.532, 'AIR_DRAGON'], [9.882, 'WATER_DRAGON'], [45.05, 'ELDER_DRAGON'], [23.302, 'WATER_DRAGON']]","[]","[]","Aoshi","Poppy","Ranger","LeeSin","dyNquedo","Orianna","LUSKKA","Ashe","BocaJunior","Malzahar","Zantins","Maokai","Danagorn","RekSai","Vash","Corki","TheFoxz","Jhin","Riyev","MissFortune","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/20707?gameHash=a7980b8c4707c40a"
"CBLoL","2017","Spring","Season","KBM","1","0","OPK","36","[[34.664, 'MID_LANE'], [26.153, 'MID_LANE']]","[[20.95, 'FIRE_DRAGON'], [14.318, 'FIRE_DRAGON'], [33.445, 'AIR_DRAGON'], [27.316, 'AIR_DRAGON']]","[[30.229]]","[]","[]","[]","[]","[]","Zantins","Singed","Danagorn","Khazix","Vash","Jayce","TheFoxz","Ziggs","Riyev","Malzahar","Aoshi","Maokai","Ranger","LeeSin","dyNquedo","Viktor","LUSKKA","Jhin","BocaJunior","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/20718?gameHash=c1d6a2220290dd21"
"CBLoL","2017","Spring","Season","REM","0","1","RED","58","[[53.313, 'MID_LANE']]","[[21.524, 'WATER_DRAGON'], [28.308, 'AIR_DRAGON']]","[[35.342]]","[]","[[51.791, 'BOT_LANE'], [57.075, 'MID_LANE'], [46.329, 'BOT_LANE']]","[[14.642, 'AIR_DRAGON'], [43.99, 'ELDER_DRAGON'], [36.648, 'EARTH_DRAGON'], [54.317, 'ELDER_DRAGON']]","[[26.506], [50.607], [43.285]]","[]","Thulz","Shen","4LaN","Rengar","Evrot","Syndra","Sarkis","Varus","Cabuloso","Nami","Robo","Poppy","Nappon","Khazix","tockers","Ryze","brTT RX","Ashe","Dioud","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/20723?gameHash=cc0ae967e6a88b53"
"CBLoL","2017","Spring","Season","RED","1","0","REM","29","[[28.076, 'BOT_LANE'], [27.597, 'MID_LANE']]","[[26.743, 'WATER_DRAGON'], [20.417, 'EARTH_DRAGON'], [14.266, 'WATER_DRAGON']]","[[25.152]]","[]","[]","[]","[]","[]","Robo","Maokai","Nappon","Khazix","tockers","Corki","brTT RX","Jhin","Dioud","Karma","Thulz","Nautilus","4LaN","Nocturne","Evrot","Viktor","Sarkis","Ashe","Cabuloso","Zyra","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/20724?gameHash=117f80425ffab98f"
"CBLoL","2017","Spring","Season","RED","1","0","ITZ","33","[[32.394, 'MID_LANE'], [29.39, 'BOT_LANE'], [27.022, 'MID_LANE']]","[[16.362, 'AIR_DRAGON'], [10.038, 'FIRE_DRAGON'], [22.499, 'FIRE_DRAGON']]","[[26.169]]","[]","[]","[]","[]","[]","Robo","Maokai","Nappon","Khazix","tockers","Cassiopeia","brTT RX","Ezreal","Dioud","Karma","ayel","Poppy","Turtle","LeeSin","Envy","Syndra","micaO","Varus","Jockster","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/20926?gameHash=a4328e6feefdd597"
"CBLoL","2017","Spring","Season","ITZ","0","1","RED","28","[]","[]","[]","[]","[[26.174, 'BOT_LANE'], [25.418, 'MID_LANE']]","[[10.834, 'FIRE_DRAGON'], [17.218, 'AIR_DRAGON'], [23.65, 'FIRE_DRAGON']]","[[23.085]]","[[13.504]]","ayel","Fiora","Turtle","LeeSin","Envy","Cassiopeia","micaO","Ashe","Jockster","Malzahar","Robo","Maokai","Nappon","Khazix","tockers","Orianna","brTT RX","Ezreal","Dioud","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/30965?gameHash=825dfc2c451a4c56"
"CBLoL","2017","Spring","Season","REM","0","1","KST","40","[]","[]","[]","[]","[[37.713, 'BOT_LANE'], [28.066, 'BOT_LANE']]","[[11.068, 'EARTH_DRAGON'], [19.184, 'AIR_DRAGON'], [25.326, 'AIR_DRAGON'], [31.884, 'WATER_DRAGON']]","[[30.153]]","[]","Thulz","Nautilus","4LaN","LeeSin","Evrot","Orianna","Sarkis","Varus","Cabuloso","MissFortune","Yang","Jayce","Revolta","Elise","takeshi","Ekko","esA","Ashe","Ziriguidun","Malzahar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/20942?gameHash=564b0e6e8cbae281"
"CBLoL","2017","Spring","Season","KST","0","1","REM","35","[]","[[22.527, 'EARTH_DRAGON']]","[]","[]","[[33.085, 'MID_LANE']]","[[15.973, 'EARTH_DRAGON'], [30.326, 'AIR_DRAGON']]","[[23.984], [33.679]]","[]","Yang","Shen","Revolta","Khazix","takeshi","Cassiopeia","esA","Ezreal","Ziriguidun","Zyra","Thulz","Nautilus","4LaN","Ivern","Evrot","Viktor","Sarkis","Varus","Cabuloso","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/20950?gameHash=af4ff5139e15f67e"
"CBLoL","2017","Spring","Season","KBM","0","1","CNB","35","[]","[]","[]","[]","[[32.033, 'TOP_LANE']]","[[10.274, 'AIR_DRAGON'], [29.147, 'AIR_DRAGON'], [16.689, 'AIR_DRAGON'], [22.978, 'EARTH_DRAGON']]","[[30.3]]","[]","Zantins","Shen","Danagorn","Khazix","Vash","Fizz","TheFoxz","Varus","Riyev","Malzahar","Lep","Maokai","Minerva","RekSai","Tinowns","Syndra","pbO","Jhin","Woswos","Bard","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/31016?gameHash=ae923dc946c28b47"
"CBLoL","2017","Spring","Season","CNB","1","0","KBM","45","[[42.416, 'BOT_LANE'], [42.266, 'MID_LANE']]","[[31.199, 'EARTH_DRAGON'], [39.429, 'ELDER_DRAGON'], [18.49, 'EARTH_DRAGON'], [12.101, 'EARTH_DRAGON'], [25.038, 'AIR_DRAGON']]","[[24.334]]","[]","[]","[]","[[35.218]]","[]","Lep","Maokai","Minerva","Graves","Tinowns","Syndra","pbO","Jhin","Woswos","Malzahar","Zantins","Nautilus","Danagorn","RekSai","Vash","Jayce","TheFoxz","Ziggs","Riyev","MissFortune","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/31028?gameHash=176f447e7fd7e87c"
"CBLoL","2017","Spring","Season","OPK","1","0","PNG","63","[[46.758, 'MID_LANE'], [58.412, 'MID_LANE']]","[[52.017, 'ELDER_DRAGON'], [12.678, 'FIRE_DRAGON'], [19.418, 'FIRE_DRAGON']]","[[40.584], [48.856]]","[]","[[48.802, 'MID_LANE'], [18.624, 'BOT_LANE'], [45.84, 'BOT_LANE'], [35.091, 'BOT_LANE'], [38.935, 'MID_LANE']]","[[34.013, 'EARTH_DRAGON'], [40.322, 'ELDER_DRAGON'], [26.175, 'WATER_DRAGON']]","[[33.313], [56.46]]","[]","Aoshi","Nautilus","Ranger","RekSai","dyNquedo","Orianna","LUSKKA","Ezreal","BocaJunior","Malzahar","Mylon","Shen","SirT","LeeSin","Kami","Ekko","Matsukaze","Ashe","Loop","Zyra","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/31037?gameHash=5efdc5b65a70bc95"
"CBLoL","2017","Spring","Season","PNG","1","0","OPK","28","[[27.564, 'MID_LANE']]","[[26.321, 'EARTH_DRAGON'], [19.14, 'WATER_DRAGON']]","[[24.881]]","[[13.087]]","[]","[]","[]","[]","Mylon","Camille","Tay","Elise","Kami","Katarina","Matsukaze","Jhin","Loop","Zyra","Aoshi","Fiora","Ranger","Khazix","dyNquedo","Cassiopeia","LUSKKA","Ziggs","BocaJunior","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/31041?gameHash=817c62353e9ee912"
"CBLoL","2017","Spring","Season","CNB","0","1","PNG","44","[]","[]","[[34.749]]","[]","[[42.399, 'TOP_LANE']]","[[8.15, 'WATER_DRAGON'], [14.334, 'FIRE_DRAGON'], [28.089, 'WATER_DRAGON'], [41.13, 'ELDER_DRAGON'], [34.434, 'EARTH_DRAGON'], [21.185, 'EARTH_DRAGON']]","[]","[]","Lep","Maokai","Minerva","Graves","Tinowns","Corki","pbO","Varus","Woswos","Zyra","Mylon","Shen","SirT","Olaf","Kami","Karma","Matsukaze","Ashe","Loop","MissFortune","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/40113?gameHash=69182a9fa953a186"
"CBLoL","2017","Spring","Season","PNG","1","0","CNB","48","[[42.02, 'BOT_LANE'], [44.76, 'TOP_LANE'], [47.072, 'BOT_LANE'], [37.974, 'TOP_LANE'], [45.758, 'MID_LANE']]","[[26.887, 'EARTH_DRAGON'], [33.05, 'EARTH_DRAGON'], [40.371, 'ELDER_DRAGON']]","[[43.658], [35.464]]","[[19.049]]","[]","[[20.299, 'AIR_DRAGON'], [14.052, 'EARTH_DRAGON']]","[]","[]","Mylon","Maokai","SirT","Ivern","Kami","Ryze","Matsukaze","Varus","Loop","Zyra","Lep","Jayce","Minerva","RekSai","Tinowns","Orianna","pbO","Jhin","Woswos","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/40118?gameHash=e8372dd45b184a55"
"CBLoL","2017","Spring","Season","RED","1","0","KBM","46","[[44.398, 'TOP_LANE'], [44.071, 'MID_LANE'], [37.287, 'BOT_LANE']]","[[14.614, 'WATER_DRAGON'], [36.266, 'ELDER_DRAGON'], [29.106, 'AIR_DRAGON'], [20.896, 'WATER_DRAGON']]","[[34.253], [26.108], [42.077]]","[]","[]","[[8.015, 'EARTH_DRAGON']]","[]","[]","Robo","Renekton","Nappon","Olaf","tockers","Malzahar","brTT RX","Jhin","Dioud","Karma","Zantins","Poppy","Danagorn","Elise","Vash","Ryze","TheFoxz","Ashe","Riyev","Zyra","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/40125?gameHash=ed185667320ae9dc"
"CBLoL","2017","Spring","Season","KBM","0","1","RED","39","[]","[[20.377, 'AIR_DRAGON']]","[]","[]","[[32.866, 'BOT_LANE'], [35.205, 'MID_LANE'], [36.448, 'TOP_LANE']]","[[29.041, 'AIR_DRAGON']]","[[31.415]]","[]","Zantins","Maokai","Danagorn","RekSai","Vash","Corki","TheFoxz","Varus","Riyev","Malzahar","Robo","Jayce","Nappon","Elise","tockers","Cassiopeia","brTT RX","Ezreal","Dioud","Lulu","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/40129?gameHash=6fce0edb2d362172"
"CBLoL","2017","Spring","Season","REM","0","1","ITZ","34","[]","[[22.944, 'EARTH_DRAGON'], [9.511, 'AIR_DRAGON']]","[]","[]","[[33.278, 'MID_LANE'], [33.012, 'BOT_LANE'], [32.416, 'TOP_LANE']]","[[29.989, 'FIRE_DRAGON'], [16.217, 'AIR_DRAGON']]","[[30.641]]","[]","Thulz","Nautilus","4LaN","Ivern","Evrot","Orianna","Sarkis","Varus","Cabuloso","Karma","ayel","Illaoi","Turtle","RekSai","Envy","Ahri","micaO","Jhin","Jockster","Janna","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/50154?gameHash=5b5ba6c4b85f198f"
"CBLoL","2017","Spring","Season","ITZ","1","0","REM","22","[[20.377, 'BOT_LANE'], [18.526, 'MID_LANE'], [20.69, 'TOP_LANE']]","[[18.95, 'AIR_DRAGON'], [11.599, 'AIR_DRAGON']]","[]","[[16.043]]","[]","[]","[]","[]","ayel","Illaoi","Turtle","LeeSin","Envy","Jayce","micaO","Varus","Jockster","Malzahar","Thulz","Malphite","4LaN","Khazix","Evrot","Ryze","Sarkis","Ezreal","Cabuloso","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/50166?gameHash=e6f212fd6bfe0c93"
"CBLoL","2017","Spring","Season","KST","1","0","OPK","57","[[37.316, 'BOT_LANE'], [55.413, 'TOP_LANE'], [52.099, 'BOT_LANE'], [52.2, 'MID_LANE']]","[[16.769, 'FIRE_DRAGON'], [23.576, 'FIRE_DRAGON'], [53.903, 'ELDER_DRAGON'], [31.493, 'AIR_DRAGON']]","[[50.083]]","[[10.964]]","[]","[[10.464, 'FIRE_DRAGON'], [43.545, 'ELDER_DRAGON']]","[[41.625], [25.92]]","[]","Yang","Jayce","Revolta","Elise","takeshi","Ekko","esA","Varus","Ziriguidun","Karma","Aoshi","Maokai","Ranger","LeeSin","dyNquedo","Viktor","LUSKKA","Jhin","BocaJunior","Malzahar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/50171?gameHash=62ece21b4e491461"
"CBLoL","2017","Spring","Season","OPK","0","1","KST","41","[]","[[23.821, 'FIRE_DRAGON'], [17.602, 'FIRE_DRAGON'], [30.416, 'FIRE_DRAGON']]","[[35.016]]","[]","[[39.323, 'MID_LANE']]","[[10.814, 'WATER_DRAGON'], [37.511, 'ELDER_DRAGON']]","[]","[[13.337]]","Aoshi","Fiora","Ranger","RekSai","dyNquedo","Viktor","LUSKKA","Varus","BocaJunior","Zyra","Yang","Maokai","Revolta","Olaf","takeshi","Syndra","esA","Ashe","Ziriguidun","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/50179?gameHash=8bfac5da6fc482c1"
"CBLoL","2017","Spring","Season","OPK","1","0","REM","35","[[31.239, 'BOT_LANE'], [33.499, 'TOP_LANE'], [29.456, 'MID_LANE']]","[[21.794, 'WATER_DRAGON'], [15.207, 'FIRE_DRAGON'], [30.294, 'WATER_DRAGON']]","[[27.865]]","[[19.244]]","[]","[[8.46, 'FIRE_DRAGON']]","[]","[]","Aoshi","Poppy","Ranger","RekSai","dyNquedo","Syndra","LUSKKA","Varus","BocaJunior","Malzahar","Thulz","Jayce","4LaN","Ivern","Evrot","Ekko","Sarkis","Ashe","Cabuloso","MissFortune","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/40379?gameHash=bbed81b562aa7f79"
"CBLoL","2017","Spring","Season","REM","0","1","OPK","42","[]","[]","[]","[]","[[39.786, 'BOT_LANE'], [40.085, 'MID_LANE'], [32.95, 'BOT_LANE']]","[[13.383, 'AIR_DRAGON'], [25.805, 'AIR_DRAGON'], [5.045, 'FIRE_DRAGON'], [19.595, 'AIR_DRAGON'], [39.152, 'ELDER_DRAGON'], [32.131, 'FIRE_DRAGON']]","[[21.801], [38.261], [29.957]]","[]","Thulz","Shen","4LaN","RekSai","Evrot","Orianna","Sarkis","Sivir","Cabuloso","Zyra","Aoshi","Maokai","Ranger","LeeSin","dyNquedo","Cassiopeia","LUSKKA","Ezreal","BocaJunior","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/40387?gameHash=dc600b5300c5d85a"
"CBLoL","2017","Spring","Season","RED","1","0","CNB","41","[[37.509, 'MID_LANE'], [29.617, 'BOT_LANE'], [37.968, 'TOP_LANE'], [36.915, 'BOT_LANE']]","[[39.157, 'ELDER_DRAGON'], [21.375, 'FIRE_DRAGON'], [30.236, 'FIRE_DRAGON'], [14.256, 'AIR_DRAGON']]","[[36.675]]","[]","[]","[]","[[28.629]]","[]","Robo","Shen","Nappon","Olaf","tockers","Cassiopeia","brTT RX","Varus","Dioud","Zyra","Lep","Maokai","Minerva","Ivern","Tinowns","Azir","pbO","Caitlyn","Woswos","TahmKench","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/40396?gameHash=12b64c7abc882555"
"CBLoL","2017","Spring","Season","KST","1","0","KBM","40","[[39.126, 'MID_LANE']]","[[31.825, 'WATER_DRAGON'], [25.64, 'WATER_DRAGON'], [19.369, 'AIR_DRAGON'], [38.401, 'ELDER_DRAGON']]","[[37.241], [28.67]]","[]","[]","[[9.333, 'AIR_DRAGON']]","[]","[]","Yang","Shen","Revolta","Ivern","takeshi","Ryze","esA","Varus","Ziriguidun","Malzahar","Zantins","Gangplank","Danagorn","Khazix","Vash","Corki","TheFoxz","Jhin","Riyev","MissFortune","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/50449?gameHash=53ecfec6740cae22"
"CBLoL","2017","Spring","Season","KBM","0","1","KST","50","[]","[[14.377, 'AIR_DRAGON']]","[[31.458]]","[]","[[43.199, 'MID_LANE'], [39.349, 'BOT_LANE'], [47.809, 'TOP_LANE'], [48.394, 'MID_LANE'], [48.327, 'BOT_LANE']]","[[20.708, 'EARTH_DRAGON'], [43.684, 'ELDER_DRAGON'], [32.72, 'AIR_DRAGON']]","[[46.064], [38.721]]","[]","Zantins","Maokai","Danagorn","Khazix","Vash","Orianna","TheFoxz","Ezreal","Riyev","Malzahar","Yang","Shen","Revolta","Olaf","takeshi","Ryze","esA","Varus","Ziriguidun","Karma","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/50453?gameHash=2e47b81bca7a755f"
