"League","Year","Season","Type","blueTeamTag","bResult","rResult","redTeamTag","gamelength","bInhibs","bDragons","bBarons","bHeralds","rInhibs","rDragons","rBarons","rHeralds","blueTop","blueTopChamp","blueJungle","blueJungleChamp","blueMiddle","blueMiddleChamp","blueADC","blueADCChamp","blueSupport","blueSupportChamp","redTop","redTopChamp","redJungle","redJungleChamp","redMiddle","redMiddleChamp","redADC","redADCChamp","redSupport","redSupportChamp","Address"
"CBLoL","2017","Summer","Season","CNB","1","0","TSW","50","[[49.071, 'MID_LANE'], [47.403, 'TOP_LANE'], [47.449, 'BOT_LANE']]","[[18.31, 'WATER_DRAGON'], [33.635, 'AIR_DRAGON'], [39.987, 'ELDER_DRAGON'], [25.248, 'AIR_DRAGON']]","[[32.462], [45.989]]","[]","[]","[]","[]","[]","Lep","Shen","Vash","Zac","tinowns","Taliyah","pbO","KogMaw","Wos","TahmKench","b4dd","Renekton","Danagorn","Gragas","Krastyel","Orianna","DudsTheBoy","Ashe","Ceos","Braum","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/260279?gameHash=ed9d9665d39384ab"
"CBLoL","2017","Summer","Season","TSW","0","1","CNB","34","[]","[]","[]","[]","[[32.719, 'TOP_LANE'], [24.618, 'MID_LANE'], [30.486, 'MID_LANE']]","[[22.739, 'EARTH_DRAGON'], [28.901, 'FIRE_DRAGON'], [15.755, 'AIR_DRAGON']]","[[22.124], [29.599]]","[[17.851]]","b4dd","Poppy","Danagorn","Elise","Krastyel","Lucian","DudsTheBoy","Varus","Ceos","Braum","Lep","Renekton","Vash","RekSai","tinowns","Cassiopeia","pbO","Kalista","Wos","Alistar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/270244?gameHash=1eafd700604727f4"
"CBLoL","2017","Summer","Season","ONE","0","1","RED","40","[]","[[12.578, 'FIRE_DRAGON']]","[]","[]","[[39.543, 'MID_LANE'], [38.939, 'BOT_LANE']]","[[18.988, 'AIR_DRAGON'], [32.863, 'AIR_DRAGON']]","[[29.104], [37.487]]","[[12.938]]","VVvert","JarvanIV","4LaN","Elise","Brucer","Corki","Absolut","Draven","RedBert","Morgana","Robo","Trundle","Nappon","Sejuani","tockers","Orianna","brTT RX","Varus","Dioud","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/260285?gameHash=535db7f004f35c3e"
"CBLoL","2017","Summer","Season","RED","1","0","ONE","39","[[38.244, 'MID_LANE'], [38.498, 'BOT_LANE'], [38.511, 'TOP_LANE'], [32.406, 'TOP_LANE']]","[[34.005, 'WATER_DRAGON'], [21.214, 'FIRE_DRAGON'], [27.491, 'AIR_DRAGON']]","[[23.373]]","[]","[]","[[8.089, 'FIRE_DRAGON'], [14.981, 'WATER_DRAGON']]","[[31.322]]","[[11.259]]","Robo","JarvanIV","Nappon","Zac","tockers","Corki","brTT RX","Xayah","Dioud","Thresh","VVvert","Renekton","4LaN","Khazix","Marf","Cassiopeia","Absolut","Varus","RedBert","Alistar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/270254?gameHash=fa7b36232d66ca51"
"CBLoL","2017","Summer","Season","PRG","0","1","CNB","39","[[35.551, 'MID_LANE']]","[[19.965, 'AIR_DRAGON'], [32.709, 'FIRE_DRAGON']]","[[21.634]]","[]","[[35.465, 'BOT_LANE']]","[[13.403, 'FIRE_DRAGON'], [26.431, 'EARTH_DRAGON']]","[[37.876], [29.804]]","[[17.204]]","SkyBart","Maokai","Ranger","Sejuani","Goku","Jayce","LUSKKA","KogMaw","Professor","Braum","Lep","Fiora","Vash","Chogath","tinowns","Cassiopeia","pbO","Kalista","Wos","Shen","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/280092?gameHash=4125bc942e0ee7da"
"CBLoL","2017","Summer","Season","CNB","0","1","PRG","56","[[43.192, 'TOP_LANE'], [53.522, 'TOP_LANE']]","[[29.421, 'FIRE_DRAGON'], [46.722, 'ELDER_DRAGON'], [16.638, 'FIRE_DRAGON']]","[[39.139], [47.484]]","[]","[[41.857, 'MID_LANE'], [31.651, 'TOP_LANE'], [55.045, 'MID_LANE']]","[[35.678, 'ELDER_DRAGON'], [23.176, 'FIRE_DRAGON']]","[[29.541]]","[[19.471]]","Lep","Shen","Vash","Elise","tinowns","Zed","pbO","Kalista","Wos","Thresh","SkyBart","Chogath","Ranger","Rengar","Goku","Taliyah","LUSKKA","KogMaw","Professor","Trundle","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/290096?gameHash=41326a7e5d4ae82a"
"CBLoL","2017","Summer","Season","RED","1","0","TSW","55","[[53.676, 'MID_LANE'], [36.332, 'MID_LANE']]","[[29.595, 'AIR_DRAGON'], [46.57, 'ELDER_DRAGON'], [21.934, 'FIRE_DRAGON']]","[[47.939], [40.353], [33.058], [25.794]]","[[15.228]]","[]","[[15.556, 'AIR_DRAGON'], [36.27, 'ELDER_DRAGON']]","[]","[]","Robo","Galio","Nappon","Zac","tockers","Taliyah","brTT RX","Tristana","Rhuckz","Trundle","b4dd","Gnar","Ferchu","Warwick","Krastyel","Orianna","DudsTheBoy","Jhin","Ceos","Alistar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/290108?gameHash=0900efe8a187630a"
"CBLoL","2017","Summer","Season","TSW","0","1","RED","47","[]","[[28.821, 'WATER_DRAGON'], [36.169, 'WATER_DRAGON']]","[]","[]","[[44.578, 'TOP_LANE'], [45.842, 'MID_LANE']]","[[42.644, 'ELDER_DRAGON'], [20.913, 'WATER_DRAGON'], [14.553, 'EARTH_DRAGON']]","[[35.768], [27.161], [43.089]]","[]","b4dd","Gnar","Danagorn","Sejuani","Krastyel","Orianna","Theusma","Corki","Ceos","Thresh","Robo","Cassiopeia","Nappon","Maokai","tockers","Lucian","Sacy","Varus","Dioud","Alistar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/290111?gameHash=f873681b0cd210e7"
"CBLoL","2017","Summer","Season","ONE","1","0","PNG","45","[[35.032, 'MID_LANE'], [40.511, 'MID_LANE'], [43.925, 'BOT_LANE']]","[[14.171, 'AIR_DRAGON'], [38.511, 'ELDER_DRAGON'], [31.032, 'AIR_DRAGON']]","[[27.655]]","[[16.778]]","[]","[[20.81, 'WATER_DRAGON']]","[[35.447]]","[]","VVvert","Poppy","4LaN","Sejuani","Marf","Cassiopeia","Absolut","Jhin","RedBert","Alistar","Mylon","Gnar","Tay","Maokai","Kami","Galio","Matsukaze","KogMaw","Loop","Trundle","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/290160?gameHash=d0c34147886638f1"
"CBLoL","2017","Summer","Season","PNG","1","0","ONE","33","[[31.809, 'MID_LANE'], [28.225, 'BOT_LANE']]","[[24.658, 'FIRE_DRAGON'], [30.864, 'EARTH_DRAGON']]","[[26.822]]","[[17.785]]","[]","[[11.642, 'FIRE_DRAGON'], [18.389, 'AIR_DRAGON']]","[]","[]","Mylon","Renekton","Tay","Zac","Kami","Syndra","Matsukaze","Varus","Loop","Braum","VVvert","Rumble","4LaN","Nunu","Brucer","Lucian","Absolut","Xayah","RedBert","Alistar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/280186?gameHash=1e9267326ca33f77"
"CBLoL","2017","Summer","Season","ITZ","1","0","KST","42","[[40.727, 'BOT_LANE'], [33.465, 'BOT_LANE']]","[[13.089, 'FIRE_DRAGON'], [19.521, 'FIRE_DRAGON']]","[]","[[15.055]]","[]","[[32.432, 'AIR_DRAGON'], [26.31, 'FIRE_DRAGON']]","[[26.827]]","[]","Ayel","Camille","Turtle","Elise","Envy","Orianna","micaO","Xayah","Jockster","Rakan","Yang","DrMundo","Revolta","Skarner","takeshi","Syndra","esA","Varus","Ziriguidun","Braum","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/290177?gameHash=ff2568a17e745655"
"CBLoL","2017","Summer","Season","KST","0","1","ITZ","35","[]","[]","[]","[[11.646]]","[[34.183, 'MID_LANE']]","[[25.702, 'AIR_DRAGON'], [17.059, 'AIR_DRAGON']]","[[32.613], [24.365]]","[]","Yang","Renekton","Revolta","Nidalee","takeshi","Taliyah","esA","Caitlyn","Ziriguidun","Zyra","Ayel","Kled","Turtle","Sejuani","Envy","Leblanc","micaO","Kalista","Jockster","Kennen","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/290184?gameHash=6383a777f77aadbc"
"CBLoL","2017","Summer","Playoffs","ITZ","1","0","PNG","34","[[31.965, 'MID_LANE'], [29.056, 'TOP_LANE'], [31.751, 'BOT_LANE']]","[[26.51, 'EARTH_DRAGON'], [12.891, 'AIR_DRAGON'], [20.215, 'EARTH_DRAGON']]","[[22.512], [29.656]]","[[10.337]]","[]","[]","[]","[]","Ayel","Renekton","Shini","JarvanIV","Envy","Galio","micaO","Xayah","Jockster","Taric","Mylon","Shen","Tay","Gragas","Kami","Corki","Matsukaze","Tristana","Loop","Lulu","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT02/300266?gameHash=aa0e58f00d1d18e0"
"CBLoL","2017","Summer","Playoffs","ITZ","0","1","PNG","42","[]","[[12.154, 'FIRE_DRAGON'], [18.747, 'WATER_DRAGON']]","[[30.94]]","[]","[[40.778, 'MID_LANE'], [35.65, 'MID_LANE']]","[[37.842, 'ELDER_DRAGON'], [31.361, 'EARTH_DRAGON'], [24.977, 'WATER_DRAGON']]","[[38.886]]","[[16.812]]","Ayel","JarvanIV","Shini","Kayn","Envy","Taliyah","micaO","Xayah","Jockster","Alistar","Mylon","Chogath","Tay","Sejuani","Kami","Galio","Matsukaze","Tristana","Loop","Morgana","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT02/310214?gameHash=986eb7ceaade8aaa"
"CBLoL","2017","Summer","Playoffs","ITZ","0","1","PNG","45","[]","[[31.784, 'FIRE_DRAGON'], [9.765, 'FIRE_DRAGON'], [17.938, 'FIRE_DRAGON']]","[[27.565]]","[[14.026]]","[[43.104, 'BOT_LANE'], [42.063, 'MID_LANE']]","[[25.157, 'WATER_DRAGON'], [40.035, 'ELDER_DRAGON']]","[[39.441]]","[]","Ayel","Renekton","Shini","Gragas","Envy","Galio","micaO","Varus","Jockster","Rakan","Mylon","Chogath","Tay","JarvanIV","Kami","Malzahar","Matsukaze","Xayah","Loop","Alistar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT02/300276?gameHash=bc00457a5072a5a5"
"CBLoL","2017","Summer","Playoffs","PNG","1","0","ITZ","42","[[40.649, 'BOT_LANE']]","[[25.429, 'EARTH_DRAGON'], [38.675, 'ELDER_DRAGON'], [32.042, 'WATER_DRAGON']]","[[30.886], [39.079]]","[]","[]","[[18.728, 'WATER_DRAGON'], [12.247, 'EARTH_DRAGON']]","[]","[[16.743]]","Mylon","JarvanIV","Tay","Sejuani","Kami","Syndra","Matsukaze","Xayah","Loop","Rakan","Ayel","Camille","Turtle","Gragas","Envy","Taliyah","micaO","Kalista","Jockster","Morgana","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT02/300279?gameHash=51eab859e6cb3f6d"
"CBLoL","2017","Summer","Playoffs","ONE","0","1","RED","27","[]","[[13.968, 'WATER_DRAGON']]","[]","[]","[[25.242, 'MID_LANE'], [22.337, 'TOP_LANE'], [24.817, 'BOT_LANE']]","[[20.58, 'EARTH_DRAGON']]","[[23.487]]","[[13.88]]","VVvert","JarvanIV","4LaN","Sejuani","Brucer","Lucian","Absolut","Xayah","RedBert","Shen","Robo","Poppy","Nappon","Elise","tockers","Cassiopeia","Sacy","Tristana","Rhuckz","Braum","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT02/300317?gameHash=55170dc883a36be7"
"CBLoL","2017","Summer","Playoffs","ONE","1","0","RED","34","[[29.127, 'BOT_LANE'], [29.387, 'TOP_LANE']]","[[23.715, 'WATER_DRAGON'], [9.859, 'AIR_DRAGON'], [30.013, 'WATER_DRAGON']]","[[26.892]]","[]","[]","[[16.297, 'WATER_DRAGON']]","[]","[]","VVvert","Shen","4LaN","Olaf","Brucer","Corki","Absolut","Tristana","RedBert","Alistar","Robo","Galio","Nappon","JarvanIV","tockers","Orianna","Sacy","Caitlyn","Rhuckz","Braum","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT02/310252?gameHash=b14c85d2ec4c7038"
"CBLoL","2017","Summer","Playoffs","ONE","1","0","RED","37","[[30.306, 'MID_LANE'], [35.547, 'MID_LANE']]","[[32.078, 'EARTH_DRAGON'], [25.354, 'FIRE_DRAGON'], [9.723, 'WATER_DRAGON']]","[[28.578]]","[[13.065]]","[]","[[19.045, 'WATER_DRAGON']]","[]","[]","VVvert","JarvanIV","4LaN","RekSai","Marf","Taliyah","Absolut","Twitch","RedBert","Braum","Robo","Chogath","Nappon","Gragas","tockers","Lucian","Sacy","Varus","Rhuckz","Lulu","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT02/300323?gameHash=410b4ede6a0de62b"
"CBLoL","2017","Summer","Playoffs","ONE","0","1","RED","30","[]","[[21.83, 'FIRE_DRAGON'], [8.785, 'EARTH_DRAGON']]","[]","[[12.501]]","[[23.834, 'MID_LANE'], [27.636, 'TOP_LANE'], [24.268, 'BOT_LANE']]","[[15.166, 'WATER_DRAGON']]","[[22.065]]","[]","VVvert","JarvanIV","4LaN","Olaf","Marf","Taliyah","Absolut","Twitch","RedBert","Alistar","Robo","Trundle","Nappon","Gragas","tockers","Lucian","brTT","KogMaw","Rhuckz","Janna","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT02/310256?gameHash=43a704ead2bec3ff"
"CBLoL","2017","Summer","Playoffs","ONE","1","0","RED","37","[[35.059, 'MID_LANE']]","[[26.473, 'AIR_DRAGON'], [13.471, 'FIRE_DRAGON'], [6.842, 'FIRE_DRAGON']]","[[21.24], [28.636]]","[[16.297]]","[]","[[20.314, 'AIR_DRAGON'], [32.676, 'FIRE_DRAGON']]","[]","[]","VVvert","Poppy","4LaN","Olaf","Marf","Cassiopeia","Absolut","Varus","RedBert","Blitzcrank","Robo","Galio","Nappon","Gragas","tockers","Orianna","brTT","Jhin","Rhuckz","Thresh","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT02/300325?gameHash=190bbbfe9aa11560"
"CBLoL","2017","Summer","Playoffs","ONE","0","1","PNG","41","[[38.77, 'BOT_LANE'], [33.465, 'BOT_LANE']]","[[18.219, 'FIRE_DRAGON'], [36.86, 'AIR_DRAGON'], [11.955, 'AIR_DRAGON']]","[]","[]","[[28.544, 'MID_LANE'], [37.704, 'MID_LANE']]","[[24.488, 'FIRE_DRAGON']]","[[26.04], [36.386]]","[]","VVvert","Shen","4LaN","RekSai","Brucer","Corki","Absolut","Tristana","RedBert","Braum","Mylon","Maokai","TaY","JarvanIV","Kami","Orianna","Matsukaze","Xayah","Loop","Lulu","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT02/310493?gameHash=8a669a3c24c925f0"
"CBLoL","2017","Summer","Playoffs","ONE","1","0","PNG","31","[[29.42, 'BOT_LANE'], [29.309, 'MID_LANE'], [29.635, 'TOP_LANE']]","[[25.148, 'EARTH_DRAGON']]","[[27.815]]","[[18.539]]","[]","[[17.642, 'EARTH_DRAGON']]","[]","[]","VVvert","DrMundo","4LaN","Sejuani","Brucer","Corki","Absolut","Tristana","RedBert","Janna","Mylon","Chogath","TaY","JarvanIV","Kami","Galio","Matsukaze","Sivir","Loop","Lulu","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT02/300584?gameHash=994a9f79d13f42d6"
"CBLoL","2017","Summer","Playoffs","ONE","1","0","PNG","36","[[31.471, 'TOP_LANE'], [26.269, 'TOP_LANE'], [33.99, 'BOT_LANE']]","[[15.546, 'WATER_DRAGON'], [26.716, 'WATER_DRAGON']]","[[31.415], [23.036]]","[[13.672]]","[]","[[8.882, 'AIR_DRAGON']]","[]","[]","VVvert","Trundle","4LaN","Gragas","Marf","Orianna","Absolut","Tristana","RedBert","Janna","Mylon","Chogath","TaY","Sejuani","Kami","Malzahar","Matsukaze","Jinx","Loop","Lux","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT02/300586?gameHash=d5741db163533909"
"CBLoL","2017","Summer","Playoffs","ONE","1","0","PNG","42","[[40.667, 'MID_LANE']]","[[11.258, 'EARTH_DRAGON'], [20.163, 'AIR_DRAGON'], [33.343, 'EARTH_DRAGON'], [39.989, 'ELDER_DRAGON'], [26.426, 'EARTH_DRAGON']]","[[25.291], [35.448]]","[]","[]","[]","[]","[[19.325]]","VVvert","DrMundo","4LaN","Sejuani","Brucer","Orianna","Absolut","Twitch","RedBert","Braum","Mylon","JarvanIV","TaY","Zac","Kami","Velkoz","Matsukaze","Varus","Loop","Rakan","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT02/300587?gameHash=adf333629d99ed10"
"CBLoL","2016","Spring","Season","g3x","0","1","VFK","47","[]","[[43.403, None], [9.968, None]]","[[35.941], [26.33]]","[]","[[40.242, 'MID_LANE'], [40.258, 'BOT_LANE'], [45.722, 'MID_LANE'], [34.737, 'BOT_LANE'], [45.391, 'BOT_LANE'], [27.136, 'MID_LANE'], [46.022, 'TOP_LANE']]","[[30.888, None], [37.064, None], [17.72, None], [24.35, None]]","[[44.112]]","[[18.928], [10.188]]","Zantins","Malphite","Snowlz","DrMundo","TaeYeon","Ahri","Skyer","MissFortune","Alocs","Morgana","Robo","Fiora","Turtle","Elise","takeshi","Leblanc","esA","Ezreal","Baiano","Alistar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1190127?gameHash=b7b537aaeb4972d0"
"CBLoL","2017","Spring","Season","CNB","0","1","RED","32","[]","[]","[]","[]","[[26.614, 'BOT_LANE'], [24.629, 'TOP_LANE'], [28.233, 'MID_LANE'], [29.798, 'TOP_LANE']]","[[17.965, 'AIR_DRAGON']]","[[23.061], [30.222]]","[]","Lep","Poppy","Minerva","Elise","Tinowns","Azir","pbO","Varus","Woswos","Zyra","Robo","Maokai","Nappon","Ivern","tockers","Corki","brTT RX","Caitlyn","Dioud","Malzahar","http://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/40397?gameHash=38552f9b4d3a6265"
"CBLoL","2018","Spring","Season","ITZ","0","1","VK","36","[]","[]","[]","[]","[[35.457, 'MID_LANE']]","[[17.825, 'WATER_DRAGON'], [24.568, 'EARTH_DRAGON'], [32.041, 'WATER_DRAGON']]","[[33.282]]","[]","Ayel","Rumble","Shini","Sejuani","Envy","Ryze","Absolut","Ezreal","Ziriguidun","Taric","Yang","Ornn","Revolta","JarvanIV","tockers","Azir","micaO","KogMaw","Jockster","Rakan","https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/530266?gameHash=3b05882d34c71457"
"CBLoL","2018","Spring","Season","VK","1","0","ITZ","29","[[27.785, 'BOT_LANE'], [27.414, 'TOP_LANE'], [27.515, 'MID_LANE']]","[[17.14, 'AIR_DRAGON'], [23.732, 'AIR_DRAGON'], [9.4, 'FIRE_DRAGON']]","[[24.96]]","[]","[]","[]","[]","[]","Yang","Chogath","Revolta","LeeSin","tockers","Azir","micaO","Kalista","Jockster","TahmKench","Ayel","Rumble","Shini","JarvanIV","Envy","Jayce","Absolut","Varus","Ziriguidun","Zilean","https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/520528?gameHash=8c7200822a61fdef"
"CBLoL","2018","Spring","Season","CNB","0","1","KBM","33","[]","[[31.003, 'FIRE_DRAGON'], [9.212, 'EARTH_DRAGON']]","[]","[[15.298]]","[[29.576, 'BOT_LANE']]","[[24.8, 'EARTH_DRAGON'], [17.712, 'WATER_DRAGON']]","[[26.052]]","[]","Robo","DrMundo","Turtle","JarvanIV","Rakin VPP","Xerath","pbO","KogMaw","Baiano","Ornn","Zantins","Vladimir","Ranger","XinZhao","dyNquedo","Azir","Titan","Ezreal","Riyev","TahmKench","https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/530278?gameHash=9a50b413596795c1"
"CBLoL","2018","Spring","Season","KBM","1","0","CNB","31","[[28.176, 'BOT_LANE'], [26.359, 'MID_LANE']]","[[22.239, 'AIR_DRAGON'], [28.649, 'AIR_DRAGON']]","[[23.287]]","[[19.619]]","[]","[]","[]","[]","Zantins","Jayce","Ranger","LeeSin","dyNquedo","Azir","Titan","Tristana","Riyev","Braum","Robo","Gnar","Turtle","JarvanIV","Rakin VPP","Ryze","pbO","Ezreal","Baiano","Alistar","https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/520540?gameHash=e98e6edc152c2651"
"CBLoL","2018","Spring","Season","PNG","1","0","ONE","47","[[45.574, 'BOT_LANE'], [45.421, 'MID_LANE'], [37.137, 'TOP_LANE'], [39.799, 'BOT_LANE'], [42.603, 'TOP_LANE']]","[[40.893, 'ELDER_DRAGON']]","[[36.442], [43.718]]","[]","[]","[[21.013, 'FIRE_DRAGON'], [27.421, 'AIR_DRAGON'], [14.825, 'FIRE_DRAGON'], [33.995, 'AIR_DRAGON'], [7.553, 'AIR_DRAGON']]","[]","[[10.918]]","takeshi","Ornn","Tay","Sejuani","tinowns","Azir","Matsukaze","Tristana","Loop","Braum","VVvert","Gnar","4LaN","Shyvana","Brucer","Fiddlesticks","Lactea","Ezreal","RedBert","Alistar","https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/530382?gameHash=bc3143e5b50f61eb"
"CBLoL","2018","Spring","Season","ONE","0","1","PNG","35","[]","[[9.484, 'AIR_DRAGON']]","[]","[]","[[29.337, 'BOT_LANE'], [26.145, 'MID_LANE'], [31.312, 'MID_LANE'], [30.627, 'TOP_LANE']]","[[16.24, 'EARTH_DRAGON'], [28.73, 'FIRE_DRAGON'], [22.558, 'FIRE_DRAGON']]","[[27.935]]","[[13.37]]","VVvert","Shen","4LaN","Shyvana","Brucer","Corki","Lactea","Varus","RedBert","Trundle","takeshi","Ornn","Tay","Sejuani","tinowns","Malzahar","Matsukaze","Ezreal","Loop","Alistar","https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/530394?gameHash=1f24984fcaaaa6f8"
"CBLoL","2018","Spring","Season","RED","1","0","PRG","31","[[30.382, 'TOP_LANE']]","[[25.196, 'AIR_DRAGON']]","[[29.631], [22.069]]","[[18.669]]","[]","[]","[]","[]","LEP","Gnar","Winged","JarvanIV","Sky","Cassiopeia","Sacy","Ezreal","Cabu","Braum","SkyBart","Gangplank","Minerva","Sejuani","Goku","Azir","LUSKKA","Tristana","Professor","Taric","https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/520633?gameHash=51016e1c1503afdd"
"CBLoL","2018","Spring","Season","PRG","1","0","RED","35","[[30.352, 'MID_LANE'], [34.356, 'BOT_LANE'], [28.936, 'BOT_LANE']]","[[21.433, 'EARTH_DRAGON'], [30.692, 'AIR_DRAGON']]","[[26.242], [33.643]]","[]","[]","[[14.266, 'WATER_DRAGON']]","[]","[]","SkyBart","Ornn","Minerva","Evelynn","Goku","Azir","LUSKKA","Tristana","Professor","Alistar","LEP","Gangplank","Winged","JarvanIV","Sky","Kassadin","Sacy","Varus","Cabu","TahmKench","https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/530405?gameHash=5c869c6b359b60cf"
"CBLoL","2018","Spring","Season","RED","1","0","PRG","45","[[41.001, 'MID_LANE']]","[[24.741, 'EARTH_DRAGON'], [11.507, 'FIRE_DRAGON'], [18.052, 'WATER_DRAGON'], [33.354, 'WATER_DRAGON']]","[[41.432]]","[]","[[42.58, 'MID_LANE']]","[[39.994, 'ELDER_DRAGON']]","[[33.295]]","[[11.32]]","LEP","Gnar","Winged","Sejuani","Sky","Xerath","Sacy","KogMaw","Cabu","Alistar","SkyBart","Maokai","Minerva","XinZhao","Goku","Malzahar","LUSKKA","Tristana","Professor","TahmKench","https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/530406?gameHash=699e55d94e68c52a"
"CBLoL","2018","Spring","Season","RED","1","0","CNB","38","[[34.204, 'MID_LANE'], [36.01, 'TOP_LANE'], [34.514, 'BOT_LANE']]","[[18.005, 'AIR_DRAGON'], [24.961, 'FIRE_DRAGON']]","[[32.299], [21.924]]","[[15.699]]","[]","[[32.659, 'EARTH_DRAGON'], [10.349, 'FIRE_DRAGON']]","[]","[]","LEP","Gnar","Winged","Camille","Sky","Galio","Sacy","Kalista","Cabu","Braum","Robo","Pantheon","Turtle","Sejuani","Rakin","Vladimir","pbO","Ezreal","Baiano","Alistar","https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/520834?gameHash=fc3ecdae8c9abb5f"
"CBLoL","2018","Spring","Season","CNB","0","1","RED","28","[]","[]","[]","[]","[[27.427, 'MID_LANE']]","[[20.347, 'EARTH_DRAGON'], [14.078, 'WATER_DRAGON']]","[[22.297]]","[[16.989]]","Robo","Graves","Turtle","Sejuani","Rakin","Zilean","pbO","Varus","Baiano","Braum","LEP","Vladimir","Winged","JarvanIV","Sky","Ryze","Sacy","Ezreal","Cabu","TahmKench","https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/530594?gameHash=e0d9fcfcffbc5328"
"CBLoL","2018","Spring","Season","ONE","0","1","ITZ","28","[]","[]","[]","[]","[[27.226, 'MID_LANE']]","[[22.097, 'FIRE_DRAGON'], [15.914, 'AIR_DRAGON']]","[[24.946]]","[]","VVvert","Vladimir","4LaN","JarvanIV","Marf","Ryze","Lactea","Tristana","RedBert","TahmKench","Ayel","Gnar","Shini","Zac","Envy","Orianna","Absolut","Ezreal","Ziriguidun","Alistar","https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/530595?gameHash=da8e91444b892b03"
"CBLoL","2018","Spring","Season","ITZ","0","1","ONE","54","[[47.32, 'MID_LANE']]","[[45.838, 'ELDER_DRAGON']]","[[50.128], [41.96]]","[[16.11]]","[[38.315, 'BOT_LANE'], [50.029, 'BOT_LANE'], [35.935, 'MID_LANE'], [36.501, 'TOP_LANE'], [43.706, 'BOT_LANE'], [41.979, 'TOP_LANE'], [41.161, 'MID_LANE'], [32.365, 'BOT_LANE']]","[[10.335, 'WATER_DRAGON'], [29.102, 'AIR_DRAGON'], [16.639, 'AIR_DRAGON'], [22.947, 'FIRE_DRAGON'], [35.433, 'ELDER_DRAGON']]","[[24.714], [34.641]]","[]","Ayel","Gnar","Shini","Gragas","Envy","Azir","Absolut","Kalista","Ziriguidun","Alistar","VVvert","Gangplank","4LaN","JarvanIV","Brucer","Fiddlesticks","Lactea","Tristana","RedBert","Ornn","https://matchhistory.br.leagueoflegends.com/pt/#match-details/ESPORTSTMNT03/530602?gameHash=86161b5031ccf0d8"
